Cell_ID,Cell_Type,Batch,Condition,Gene_1,Gene_2,Gene_3,Gene_4,Gene_5,Gene_6,Gene_7,Gene_8,Gene_9,Gene_10,Gene_11,Gene_12,Gene_13,Gene_14,Gene_15,Gene_16,Gene_17,Gene_18,Gene_19,Gene_20
Cell_80,T-cell,Batch3,Healthy,54.56375913309454,59.16420064869668,47.503687654940116,70.24000619400346,41.63727750739088,error,47.125308965911394,52.21799443467064,49.4010995742564,43.322471248440884,39.19858059428307,69.46043681112293,51.87434299595088,57.07522610601818,60.93960958053206,40.96458783615901,48.54944445594165,41.84521091166463,42.65455563354823,45.37592700025841
Cell_81,B-cell,Batch2,Healthy,46.486005593730084,37.92235826420778,53.77647971783567,59.84503093909355,,63.66994103621462,54.233544396482465,68.05616915553603,39.09358774280497,58.46702606368539,,57.359636495879116,51.701217976569524,49.71400080783633,71.48477048649693,41.90690943803948,34.937124604634164,45.615869691393236,53.10182819012055,60.332572002285445
Cell_82,Monocyte,Batch3,Disease,59.14184096725165,55.53221594000078,55.030230793780916,46.903850513167484,55.7980921849222,45.017593181851204,48.26573976408342,55.6104521228012,62.06300347402441,error,43.42453197635011,58.27650187151205,50.194131827839975,43.078369335046176,74.77611200293308,53.02518771481192,40.629012413289416,42.87454517415077,53.987782102095885,34.51986008130352
Cell_83,Unknown,Batch3,Disease,51.065540914703945,41.164227003449604,56.83130557826898,76.8046319950416,44.22290567633013,50.64974960309828,31.66150646164033,59.20794595145711,,46.81796596489776,59.45872940164397,45.223277236068455,53.05673125258205,59.60840477674087,52.62563378648077,50.525516845189706,70.35859330315289,45.04358599179633,50.761749876777316,59.41759331819691
Cell_84,B-cell,Batch2,Healthy,59.90513814280739,33.59092523087553,45.12168921145144,45.17489040008475,,error,45.24106607110051,,58.03204013660241,47.65234823725153,,37.0447110943264,63.46236125704314,38.07082842127572,69.66721265756681,49.658597272371644,39.9082714990208,53.455450420341286,34.37338948326742,32.84283556647176
Cell_85,NK,Batch2,Healthy,39.041982513247675,30.28411051377,59.235546404299846,57.68757245659363,33.03653694492046,54.21655550675768,56.315464542030774,49.24227500337939,60.822959036911556,48.73566014013113,60.66065832629664,54.229719204496455,60.34009684143935,error,49.64104517131221,error,33.72014863879892,57.01444825726697,42.08976760781515,57.95068074556441
Cell_86,B-cell,Batch2,Healthy,47.851054536213496,55.61961976803279,55.705611528292174,57.55967801213658,61.77556763242366,49.07276946680235,47.05641563042671,58.9884711979678,49.07662495052442,68.30364374827481,60.31677442828695,36.19023476858552,52.15690836605283,50.81395953885473,57.0774161546007,25.935874037649064,64.41580350415487,45.169335010127625,64.10388863572496,51.46703075054758
Cell_87,Unknown,Batch3,Healthy,62.798987716371606,37.37913159037551,43.302405048499125,53.75284722456456,48.70203280692159,58.20012078777575,31.511850294862906,50.06299907379769,36.0215168727606,64.36856602136147,,43.94712168057998,63.29410537023277,error,42.171370495048144,52.02991187814972,44.83870247395163,60.68302517146204,43.9953149290269,47.034448976964455
Cell_88,NK,Batch2,Healthy,59.358269238494486,37.52566763155354,49.6557682278898,52.979726130805204,37.99576279987685,48.691670307218246,47.62230569001584,42.937880608184265,35.02473658436225,,60.37390273082492,65.35605001535839,69.32710344090762,37.83049484340102,56.411513441880004,41.576501543850945,error,49.62183998690831,53.18591992731556,48.88076691154088
Cell_89,Monocyte,Batch2,Healthy,50.04641947185539,53.11304641506276,49.56306547730994,60.61375030033645,34.72033651878149,48.75597153000052,46.109399066496,54.678963491688556,63.04136033639943,55.09937467667659,50.75734663481317,63.489856580268736,63.310958931316314,44.59814022825633,48.28410583484906,,42.65675004986041,57.00841805564678,51.52813489564149,43.768534223974235
Cell_90,NK,Batch1,Disease,41.12891480476913,40.1951145004831,25.990787921404582,35.556017627828666,77.21248042070252,37.681127231733825,33.909291477187736,33.8983987406499,error,43.72788479563859,54.70428443220847,41.06683812365959,44.035328224921884,63.10261642225235,46.13209614391204,60.77181578511846,52.11396625157029,70.22234840299092,58.109111667302045,47.804952433019245
Cell_91,NK,Batch3,Healthy,61.08131521968289,62.81377654048471,56.52191514075147,47.50535400259859,45.401814295377726,,50.61403833347106,56.99772445639281,40.37648230205359,52.29392110246492,54.67516042056237,42.665244953396616,62.25452183385535,32.20194049981146,49.86636599544397,65.54561411982058,38.5108220242017,58.45267455753215,45.52257122119786,43.58782553179084
Cell_92,NK,Batch2,Disease,51.534602776753836,60.13838241344578,40.6951564602144,58.65005823579528,36.849754608982884,41.585873013846246,57.23289154982268,57.81747482578051,59.97211895470545,57.26843556047117,error,42.71212981102554,49.89966194579176,42.73675938886291,57.103488166023276,45.09769223705936,48.0191063396273,55.03665732502612,65.81802589547306,49.944846974847245
Cell_93,Unknown,Batch3,Healthy,49.63029430221347,49.17957840046945,35.207123913399705,58.19035055214496,47.72935309161153,43.98579541233402,37.27159507485857,43.88150741233753,46.26719407404326,58.557328506470114,51.31563931956298,56.59442594737975,45.45118124839078,56.2519963405825,62.201132658847754,37.91684053940394,55.86278792087191,,38.52810403783708,57.60407979828679
Cell_94,Unknown,Batch1,Healthy,49.06646855909531,56.56683971839041,49.61930524518584,51.5141103500942,error,error,60.66217795271769,45.04103520964764,48.92693560766398,55.491217616056616,57.229442459994125,47.09147908654734,46.6675110426158,43.121273500422056,40.927046089788576,49.913941769437045,40.188552164130414,66.93159775090523,38.61394457152018,42.51818962556777
Cell_95,Unknown,Batch3,Healthy,44.99665000596484,44.678270383313695,41.10657043514803,48.422489949002376,error,53.46278658528595,34.160232235946296,66.9489615906627,38.09964776295678,39.603169737222544,49.26792332063674,45.23155483079572,,68.3320533954003,62.408003692832864,47.67217306074272,52.5547344634697,57.906329783096695,52.401108141930955,65.13311686008454
Cell_96,NK,Batch1,Disease,,41.84831249168006,60.00299834793485,47.65175653098211,56.758521440238546,,,,49.13935890078573,,45.543796828095445,46.19188379310222,73.21756044788594,66.95834848967425,63.119346548821504,47.90415110087894,40.51575248882214,58.64554815383873,55.49733113435304,47.654837038587985
Cell_97,T-cell,Batch3,Healthy,39.91497307321019,57.16019916231475,35.632317795680024,40.102849835245095,25.846022321366277,58.449066574026176,38.84459177944201,59.367359048742976,41.41692592388487,49.136749323062645,56.258820671382914,44.78517584015579,43.36353379866911,49.58462495796892,58.101428648591465,49.79943824014011,65.4426325608558,71.11217095348104,59.50758864909744,58.2832080504793
Cell_98,NK,Batch2,Healthy,47.490632271094384,54.99317814781437,,58.2312399410727,error,60.0737084962618,63.08991526519827,43.24373832077565,53.551304563667436,30.318726015422698,,47.463188599733826,65.65548845176426,21.389941723150724,58.38825547510443,,48.87265841213998,,47.689835139913626,54.21097606322309
Cell_99,Monocyte,Batch2,Disease,57.63028549034142,42.37737111879692,42.03375561702708,42.313534371081026,34.96784803917153,55.761873924210015,42.846637368143455,41.869656843169686,56.797305052009946,48.33621380566072,58.043959593463406,58.051837862830226,46.96586419424198,51.99057332683701,58.624747910640124,51.96414936411734,56.14491958696653,56.67421436351727,42.54764383750257,48.5245787156593
Cell_100,Monocyte,Batch2,Healthy,69.66405116880205,42.07191630923505,,49.37431695019491,45.75906385711107,52.76197085988029,69.50494965479403,53.71421745151978,50.529228102584575,56.13599958607551,41.613663450161724,47.09707317876907,48.830626239175196,46.01521404830411,44.63549230207905,46.015590028914495,45.21410684367345,43.21774320135407,52.658868841698315,58.673019083341046
Cell_101,B-cell,Batch2,Disease,48.901020770679736,65.24211144817936,52.72703486919251,38.97608559106466,66.24283336460435,36.947311311900926,62.55045836200704,37.25730223829086,53.155841652359896,58.50522008604398,58.09752057210276,64.88484900158316,56.57477361631399,26.880590495180687,52.54814908201819,55.56971477324145,67.03932235516766,48.01030973414762,54.732224317154376,41.270559481642834
Cell_102,Unknown,Batch1,Disease,63.19703910967279,38.69995825696483,45.901047389686035,42.03850965991885,48.314690411112856,34.818756136862504,54.43490312649725,65.23214044913207,43.91313310423412,49.52362825882394,53.12121316368358,47.31855180495339,45.47532639636673,39.04543749626317,35.26100541805685,47.64995885338648,61.462876339439674,42.186660931621816,49.54037676818032,35.97746090027299
Cell_103,B-cell,Batch2,Disease,,48.98434634481001,32.33485607988189,,,error,47.56314566277859,50.14901679526755,37.19974204001002,47.28328383839858,49.60303307367671,33.93299431898561,41.11763137740682,47.987782287139815,46.536707403444794,35.77052835850928,61.963461799225584,45.644468505959146,34.55083208471483,41.95867190091101
Cell_104,B-cell,Batch3,Healthy,41.72908691458768,54.72200604275767,54.79793057387965,32.72443692403964,25.489055139540252,56.95280446384114,56.4026614093888,50.70933846091388,error,error,55.995312392323754,53.89800568333314,45.292820126115075,,56.49037354601282,44.51583899419489,52.47072875832899,39.45564019791648,54.82145179658797,44.72420876087176
Cell_105,Monocyte,Batch2,Healthy,44.41687775593448,59.64519075913215,52.40268533783772,47.95375646446644,48.95013129039337,47.237022002580524,53.915097521615195,46.708580658631796,47.499521442064776,,29.899462160084838,55.50690246202974,51.052508628091964,41.61598581890839,57.976300769770425,46.16209676960004,37.46632954978753,error,45.158529217127445,42.149774457566835
Cell_106,Unknown,Batch2,Healthy,43.523990128773136,33.21384791566645,37.51329627472224,,47.37273785064454,39.51127178424865,54.65914656605894,54.389461585884185,38.83722742025508,33.861405932776165,36.73978718232577,58.38171403194548,40.877004132153964,37.255287967923785,36.55670860480448,45.12842676796427,error,57.22949705178914,51.68138092699859,
Cell_107,T-cell,Batch1,Disease,,54.29604633608074,51.98299518906752,56.88604651833485,48.37905800555832,48.922929918992544,63.91931483004292,72.31508792382442,51.278420535038286,46.890916781237806,36.1953505128494,44.97140410938898,43.684440581041144,59.354714975719446,57.569373611534246,65.50527862754807,,55.90913926740489,46.72952066884861,45.74978375971697
Cell_108,NK,Batch2,Disease,34.125996627309,47.12924482789932,40.199660538287006,43.160908650178484,57.21997596961382,49.13559433258192,47.19973329675777,45.13371429253386,33.673536864335475,34.73403801759707,37.05261546514406,,47.79664652487628,46.024463702490266,45.548828877916186,58.80518705591713,50.20275897105212,70.29468417884408,error,50.056641295205445
Cell_109,Monocyte,Batch1,Disease,55.117902191266126,,60.66316879651005,43.048697081199606,45.61005202518331,52.41627207782916,76.30742452775024,50.568174551910154,66.63608496212365,error,62.41251030909952,error,37.088110048292464,49.59962172499052,error,,45.29091291679728,42.15088656252113,45.52574469242921,34.83250583491477
Cell_110,NK,Batch2,Healthy,35.55927971781411,43.03791319018049,error,47.594418043817726,45.878724290597134,65.3863264537904,47.81191069839839,,66.75155255037566,62.222462046014144,46.95860434417269,50.34142311733222,69.41099029885297,47.19086229377939,51.93450045574877,45.363207748829716,32.98851516118299,27.450039366748516,50.05962550914863,
Cell_111,Unknown,Batch3,Healthy,,48.36455454471498,54.018900302706534,47.291044368670484,45.77315130410703,46.648126622709086,44.18535784641568,44.243205557544485,49.64582315208861,64.86104811783784,38.619985890982036,26.754608111244245,51.06314427387465,48.03208320792854,41.42422303621569,44.89324846898325,54.83763901549349,50.01584528327933,68.03980029449038,47.98885411263726
Cell_112,Monocyte,Batch1,Healthy,61.185862064806145,45.60047653692624,34.61553748374148,49.654788503284436,44.53541670799537,41.473916381349,49.174923955476004,40.80336128993784,,70.45746277702027,44.403747065366055,34.777883000478695,51.99679204874812,43.30003448793489,37.913627781681214,52.088247759612536,55.40011071012504,64.31314987792041,54.3147866432747,56.04410045785565
Cell_113,NK,Batch1,Disease,42.86300242159093,61.69893072626498,44.434362528684844,,57.40668957727254,46.24501678043132,44.00244614152382,49.856729923932214,56.52842781869968,49.08598175805162,56.737423658267446,51.5168839793474,,58.262395391184185,error,66.44586474805037,37.373837659238816,35.12854657419781,69.63862647593385,47.7458498983236
Cell_114,Unknown,Batch1,Disease,55.74372814301232,58.75031582146548,44.442652627095924,52.943604063915444,37.93735992351684,54.562773731286434,47.42379140556691,43.80607598784578,error,50.20090435824638,45.335978976118135,55.856745705537875,,45.4945086658101,64.71338708977751,51.98588902324875,46.448450180776774,49.47741988096583,57.02948525980475,50.670726374830515
Cell_115,NK,Batch3,Disease,47.169638084227664,53.027264556108705,62.7009061662415,42.32568750214718,60.17612891799686,46.79523415654789,44.24278128774947,45.45014954331319,49.96572102753293,52.76509971216549,54.660136949360215,52.14896755062634,36.63250831051735,59.045246370993425,44.04428660785864,51.91809161349183,42.47256397662226,37.89944485444554,,64.21113805391194
Cell_116,T-cell,Batch2,Disease,53.4134337782161,,error,51.0505830320637,42.38774818818169,51.27136211390762,39.273106081303084,39.78288323900987,58.79737210359307,47.81171726525223,60.07620552993077,60.565834215532256,55.88330187360785,61.25992411099619,43.90451025631772,67.63857895089033,45.28839463643622,55.389115599974076,71.41393963644083,58.624259541790494
Cell_117,Unknown,Batch1,Disease,59.392461382655384,28.39282027338856,,58.32712609589049,55.44883055134089,51.73395914530355,55.73338525171282,47.27701393255574,51.57410597683969,38.506057777457464,50.45970875145509,58.62454334621451,59.846023422517405,36.48243334863962,,50.94518124611308,53.976843499691924,49.09826224191785,43.994589231405165,37.47708885743814
Cell_118,B-cell,Batch3,Disease,,57.23207557576544,39.87478365668832,45.227734515736266,41.748495384535985,43.32522834785342,54.409764272747566,38.61537510053244,49.35350254176305,55.959368318172196,71.28235146546078,41.54374140563076,,49.647177035064466,42.49158885544013,55.727225481685714,48.81043613437028,54.81456822570942,50.107671935168575,54.077003193612555
Cell_119,Monocyte,Batch3,Healthy,39.2187180073841,45.661034865752214,58.65339712464502,46.750087730290616,52.43161855108942,41.9194117254762,35.197030735802855,49.843380750348764,error,59.320632719893794,,59.121941007508866,53.81887450604623,61.339014157977196,48.07001038241958,48.295732936733685,50.54902314494143,38.31480790495737,41.04882099227446,54.37707563495122
Cell_120,T-cell,Batch3,Healthy,30.337118121538932,37.90377595508865,43.00271939429993,46.690637561395846,38.26917638666002,54.033353855436815,46.16170106609942,56.214972892511405,46.53635712064455,53.976781367302074,54.13235953209078,49.49559774338361,37.56662385370568,56.769879310993986,57.715783440073686,56.35681528885201,41.74851908740853,59.72732347094855,29.534003894010652,41.87280650713619
Cell_121,T-cell,Batch1,Healthy,50.99911042568887,57.77336410535715,46.69638555777479,47.60577625721408,38.420392602628574,44.36850812288683,55.55753345784103,50.96023585577576,39.78703173839904,54.90395741374215,53.053847578758734,54.50199661858617,58.60448156821029,51.506831192177046,62.536807029000535,42.00518993876447,61.50965522713978,49.9445566924142,39.26589056272906,61.2507236416721
